text,AE
"A 40-year-old man with advanced HIV infection and Mycobacterium avium complex infection experienced rapid cognitive decline after commencement of ethambutol, and symptoms fully resolved with cessation.",['rapid cognitive decline']
Ethambutol toxicity manifesting as acute onset psychosis.,['acute onset psychosis']
A 61-year-old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed generalized erythema with high fever 3 weeks after taking sulfamethoxazole/trimethoprim.,"['generalized erythema', 'generalized erythema']"
INTRODUCTION: We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication.,"['raised intracranial pressure', 'raised intracranial pressure', 'severe cerebral swelling', 'severe cerebral swelling']"
Neurointensive care management of raised intracranial pressure caused by severe valproic acid intoxication.,['raised intracranial pressure']
Bleomycin induced hyperpigmentation with yolk sac tumor.,['hyperpigmentation']
"The hyperpigmentation was diffuse scattered, flagellate like and linear streaking which was thought to be mainly related to the skin toxicity of bleomycin.",['skin toxicity']
"We report a child with yolk sac tumor who developed localized pigmentation after the first course of chemotherapy regimen that included cisplatin, etoposide and bleomycin.","['localized pigmentation', 'localized pigmentation', 'localized pigmentation']"
A cause-effect relationship to capecitabine was suggested due to resolution of headache with capecitabine withdrawal and reappearance with capecitabine rechallenge.,['headache']
BACKGROUND: Headaches have been reported as a potential side effect of capecitabine therapy.,['Headaches']
CCBs should be considered in the treatment of 5-FU or capecitabine-induced headaches.,"['headaches', 'headaches']"
Capecitabine-induced headache responding to diltiazem.,['headache']
The patient developed grade 3 capecitabine-induced headache.,['headache']
We hypothesize that capecitabine-induced headache is vascular in nature.,['headache']
Brugada type electrocardiographic changes induced by concomitant use of lithium and propafenone in patient with Wolff-Parkinson-White syndrome.,"['Brugada type electrocardiographic changes', 'Brugada type electrocardiographic changes']"
We report a case of ST elevation in right precordial leads compatible with type 1 Brugada syndrome following administration of propafenone in a patient with Wolff-Parkinson-White syndrome who was receiving lithium at concentrations within therapeutic levels.,"['ST elevation in right precordial leads', 'type 1 Brugada syndrome']"
"We postulate that gastritis caused by dexamethasone, mucositis caused by doxorubicin, and the unique anatomic nature of a Meckel diverticulum may have contributed to this extremely unlikely and previously unreported event.","['gastritis', 'mucositis']"
Bortezomib-induced paralytic ileus is a potential gastrointestinal side effect of this first-in-class anticancer proteasome inhibitor.,"['gastrointestinal side effect', 'paralytic ileus']"
"Paralytic ileus in patients undergoing bortezomib treatment has been reported, although a definite attribution to bortezomib administration has not been established.",['Paralytic ileus']
"We report a myeloma patient who developed severe paralytic ileus during bortezomib therapy, which presented in the context of progressive constipation without other known causes and which regressed promptly with medical management after drug cessation, suggesting a direct causal relationship.",['severe paralytic ileus']
Interstitial pneumonitis and alveolar hemorrhage complicating use of rituximab: case report and review of the literature.,"['alveolar hemorrhage', 'Interstitial pneumonitis']"
The use of rituximab has been uncommonly associated with delayed pulmonary toxicity.,['delayed pulmonary toxicity']
The clinical symptoms of gastric mucosa foveolar hyperplasia due to long-term PGE1 therapy simulate hypertrophic pyloric stenosis.,['gastric mucosa foveolar hyperplasia']
The results of the ultrasound examination combined with clinical anamnesis allowed diagnosis of gastric mucosa foveolar hyperplasia due to prolonged PGE1 therapy.,['gastric mucosa foveolar hyperplasia']
"A 79-year-old man with ischemic heart disease, chronic atrial fibrillation, chronic renal failure, hypothyroidism, and gout arthritis was hospitalized because of fatigue, myalgia, and leg weakness, shortly after starting treatment with colchicine.","['fatigue', 'leg weakness', 'myalgia']"
A case of colchicine-induced rhabdomyolysis is reported.,['rhabdomyolysis']
"Colchicine-induced rhabdomyolysis is a rare complication, and the postulated mechanisms and risk factors for this severe complication are discussed.",['rhabdomyolysis']
Colchicine-induced rhabdomyolysis.,['rhabdomyolysis']
"Investigation confirmed the diagnosis of rhabdomyolysis, and discontinuation of colchicine resulted in resolution of clinical and biochemical features of rhabdomylysis.",['rhabdomylysis']
5-Fluorouracil cardiotoxicity complicating treatment of stage IIB cervical cancer--case report.,['cardiotoxicity']
CONCLUSION: Acetic acid is corrosive and may cause vagina bleeding.,['vagina bleeding']
Bisphosphonate induced osteochemonecrosis of the jaw mimicking a tumour.,['osteochemonecrosis of the jaw']
Clozapine-induced eosinophilia and switch to quetiapine in a patient with chronic schizophrenia with suicidal tendencies.,['eosinophilia']
Drug-induced eosinophilia is a non-dose-dependent side effect of clozapine.,['eosinophilia']
"Occasionally, despite good therapeutic response, clozapine must be stopped due to dangerous side effects such as agranulocytosis.",['agranulocytosis']
Metformin-associated lactic acidosis (MALA) is a serious metabolic complication that occurs because of metformin accumulation in patients who become dehydrated or developed acute renal failure.,"['lactic acidosis', 'lactic acidosis']"
Metformin-associated lactic acidosis precipitated by diarrhea.,['lactic acidosis']
An apparent link is described between the use of MMF with prednisone to treat pemphigus vulgaris and the development of red blood cell anemia.,"['red blood cell anemia', 'red blood cell anemia']"
Red blood cell anemia in a patient with pemphigus vulgaris induced by the use of mycophenolate mofetil and prednisone.,"['Red blood cell anemia', 'Red blood cell anemia']"
The dermatology literature heretofore has not noted that anemia is a side effect of patients taking MMF to treat pemphigus.,['anemia']
"This report suggests that anemia can occur due to MMF, in particular when it is given with prednisone, a side effect well documented in the transplantation literature when the triple combination of MMF, cyclosporine and prednisone is used.","['anemia', 'anemia', 'anemia', 'anemia', 'anemia']"
A search of the United States Food and Drug Administration's Adverse Event Reporting System identified nine cases of oxcarbazepine-associated angioedema in pediatric patients aged 16 years and younger.,['angioedema']
Clinical profile of oxcarbazepine-related angioneurotic edema: case report and review.,['angioneurotic edema']
"Oxcarbazepine-associated angioedema manifested by swelling of the face, eyes, lips, or tongue or difficulty swallowing or breathing (or both) is a rare but potentially life-threatening reaction for which early recognition and management are vital.",['angioedema']
"We describe in detail the first U.S. case report, of a 4(1/2)-year-old boy who experienced angioedema during treatment with oxcarbazepine.",['angioedema']
"Here we describe another case of VOD occurring after LT, but in which the causative role was played by azathioprine.",['VOD']
One case of tacrolimus-induced hepatic VOD developing after lung transplantation (LT) has been recently reported.,['hepatic VOD']
"Carbamazepine hypersensitivity syndrome is a rare, life-threatening condition.",['hypersensitivity syndrome']
A patient with chronic myelomonocytic leukemia developed drug-induced pulmonary toxicity after using low dose oral etoposide.,['pulmonary toxicity']
"Because etoposide-induced pulmonary toxicity is an uncommon but serious adverse event, clinicians must be vigilant about the possibility of it, so that the optimal treatment can start as soon as possible.",['pulmonary toxicity']
PET scintigraphy of etoposide-induced pulmonary toxicity.,['pulmonary toxicity']
"Here, we report a case of RFP-induced hypothyroidism without underlying thyroid disease.",['hypothyroidism']
"Rifampin (RFP) increases hepatic microsomal enzyme activity, and there are case reports of RFP-induced hypothyroidism, all associated with Hashimoto's thyroiditis.","[""Hashimoto's thyroiditis"", ""Hashimoto's thyroiditis"", 'hypothyroidism', 'hypothyroidism']"
Rifampin-induced hypothyroidism without underlying thyroid disease.,['hypothyroidism']
"Cyclosporine is a potent inhibitor of simvastatin metabolism, and may therefore facilitate simvastatin-induced rhabdomyolysis.","['rhabdomyolysis', 'rhabdomyolysis']"
Discontinuation of simvastatin and cyclosporine resulted in resolution of rhabdomyolysis and normalization of renal function.,"['rhabdomyolysis', 'rhabdomyolysis']"
